"comment_id","channelId","videoId","textDisplay","textOriginal","authorDisplayName","authorProfileImageUrl","authorChannelUrl","authorChannelId.value","canRate","viewerRating","likeCount","publishedAt","updatedAt","id","parentId","moderationStatus"
"219","UCaXkIU1QidjPwiAYu6GcHjg","BdSts0khChE","Imagine if they all had guns the damage they could do.","Imagine if they all had guns the damage they could do.","@JT95955","https://yt3.ggpht.com/ytc/AIdro_kjUVrqCB6UWF75gLzU932nE3hFxWgq9DnF2J5ZgTdjAIb7ONkpz4bBRKOhrX02vgoUJA=s48-c-k-c0x00ffffff-no-rj","http://www.youtube.com/@JT95955","UCTgppzsBzp7-FAhr5YgyBnQ","TRUE","none","1","2023-05-24T05:27:42Z","2023-05-24T05:27:42Z","UgxdvGTBA3PXUQSJsZ14AaABAg",NA,NA
"220","UCaXkIU1QidjPwiAYu6GcHjg","BdSts0khChE","I served 6 presidents and got to go home everyonce and a while to &quot;be a real boy, with friends and family&quot; according to a wish I made at the time, that I earned.<br>You expect me to tell you that so you can call me a liar, according to those who get rewarded for telling you to think that because they don&#39;t get into trouble for breaching National Security while I refuse and get &quot;violated&quot;.<br>The US Military wants you to believe you have the right to do so.","I served 6 presidents and got to go home everyonce and a while to ""be a real boy, with friends and family"" according to a wish I made at the time, that I earned.
You expect me to tell you that so you can call me a liar, according to those who get rewarded for telling you to think that because they don't get into trouble for breaching National Security while I refuse and get ""violated"".
The US Military wants you to believe you have the right to do so.","@ArchDragon888","https://yt3.ggpht.com/UZMEAoNPDfYi5g_PvX3H-VX6YBg_eU-jv86_aWb4mMBFWfWKw4t-zvNvn_m4cKltUvsINHZr_FQ=s48-c-k-c0x00ffffff-no-rj","http://www.youtube.com/@ArchDragon888","UC3rhyJxgRzNHzmmp-96c2Jw","TRUE","none","0","2023-05-21T03:24:09Z","2023-05-21T03:26:38Z","UgzGvM1PtpXOM8zIbyp4AaABAg",NA,NA
"221","UCaXkIU1QidjPwiAYu6GcHjg","BdSts0khChE","And it has now come out that the FBI orchestrated most of it... Shame on them for trying to blame Trump because Democrats controlled the FBI...","And it has now come out that the FBI orchestrated most of it... Shame on them for trying to blame Trump because Democrats controlled the FBI...","@joyphillips1821","https://yt3.ggpht.com/ytc/AIdro_m7r2GUXMCc0djDi3qA9eQlqtK2wSQqbWs4M2iaXTs=s48-c-k-c0x00ffffff-no-rj","http://www.youtube.com/@joyphillips1821","UCAP0QDd_XgRVhDKMMk9zRtQ","TRUE","none","0","2023-05-21T00:46:41Z","2023-05-21T00:46:41Z","UgyouXana__GwR_wj_p4AaABAg",NA,NA
"222","UCaXkIU1QidjPwiAYu6GcHjg","BdSts0khChE","Maybe if you dickheads didn&#39;t spend the past 6 years dehumanizing us, calling us racist, terrorists, sexist, uneducated, dumb inferiors to y&#39;all&#39;s fascist ideologies. <br>We would be so divided. 😡<br>Syop acting like a part isn&#39;t y&#39;alls fault for spreading the hate.","Maybe if you dickheads didn't spend the past 6 years dehumanizing us, calling us racist, terrorists, sexist, uneducated, dumb inferiors to y'all's fascist ideologies. 
We would be so divided. 😡
Syop acting like a part isn't y'alls fault for spreading the hate.","@MrGreen-fi5sg","https://yt3.ggpht.com/yJ8xtTGvsWQav6qv0e1KaJE8WHZ4KOT6lMcnYTN8ZZFuWQ6pMUJRizR72tzhH3FEnqD5d33Mjg=s48-c-k-c0x00ffffff-no-rj","http://www.youtube.com/@MrGreen-fi5sg","UCag1HRIUHweQiSXLX7p8REw","TRUE","none","0","2023-05-20T13:04:27Z","2023-05-20T13:04:27Z","Ugx8KA2-GPrrnsVAStt4AaABAg",NA,NA
"223","UCaXkIU1QidjPwiAYu6GcHjg","BdSts0khChE","Surfing the net I find many Americans talking about this dark day when democracy was under attack by terrorist. I shall remember this day in 2024 when I vote for a free democracy. I would never vote for Republican suppression that is going on today.","Surfing the net I find many Americans talking about this dark day when democracy was under attack by terrorist. I shall remember this day in 2024 when I vote for a free democracy. I would never vote for Republican suppression that is going on today.","@peacebrother6432","https://yt3.ggpht.com/ytc/AIdro_n0jbd3UoFDItoKZ5qMvE4c_QLyr6vkH07iM5rDGsY=s48-c-k-c0x00ffffff-no-rj","http://www.youtube.com/@peacebrother6432","UCLUOat3n0Urodugifxskvdg","TRUE","none","1","2023-05-19T02:50:21Z","2023-05-19T02:50:21Z","UgwZaJhH9BZAqOIGhz54AaABAg",NA,NA
"224","UCaXkIU1QidjPwiAYu6GcHjg","BdSts0khChE","Honestly when this was happening I didn’t realize the extent of the damages and the amount of people who tried to overthrow the us capitol, when I first saw this on tv I was just confused and shocked but now I realize the extent to how much these actions have contributed to the threat of democracy","Honestly when this was happening I didn’t realize the extent of the damages and the amount of people who tried to overthrow the us capitol, when I first saw this on tv I was just confused and shocked but now I realize the extent to how much these actions have contributed to the threat of democracy","@justinjjoachin448","https://yt3.ggpht.com/ytc/AIdro_l9fHuBVra4RPiOkse_BODtg4Vr_UCjXJMitGSQZMIQLgI=s48-c-k-c0x00ffffff-no-rj","http://www.youtube.com/@justinjjoachin448","UCtNEkB-ZLBqkKsTgvHJoHDA","TRUE","none","2","2023-05-14T17:00:02Z","2023-05-14T17:00:02Z","UgyEySWA0MVXgcjlB1N4AaABAg",NA,NA
"225","UCaXkIU1QidjPwiAYu6GcHjg","BdSts0khChE","The American Lottery Based on Horse Racing Dog Racing that&#39;s Animal Abuse Amerika","The American Lottery Based on Horse Racing Dog Racing that's Animal Abuse Amerika","@larryaniel2572","https://yt3.ggpht.com/ytc/AIdro_lDxJM6E-idm3SnDrGSZhhFBZ86cYvNwm709qLUMNfuJ88H4QqPg4TZLcXzk54QlooBwg=s48-c-k-c0x00ffffff-no-rj","http://www.youtube.com/@larryaniel2572","UCkYNYQag8_AissllnGC1mDg","TRUE","none","0","2023-05-07T09:09:44Z","2023-05-07T09:09:44Z","UgwpCY8M47WhtiyN7al4AaABAg",NA,NA
"226","UCaXkIU1QidjPwiAYu6GcHjg","BdSts0khChE","Should have gotten polosi","Should have gotten polosi","@lonniewilkerson5137","https://yt3.ggpht.com/ytc/AIdro_njdhsO_qPB_3_qsSfiKY2swinxrt3QhplOAIlIHGbpbhQ=s48-c-k-c0x00ffffff-no-rj","http://www.youtube.com/@lonniewilkerson5137","UCYYC1-L4uRPgmeDGLFRxEPQ","TRUE","none","0","2023-04-28T06:44:52Z","2023-04-28T06:44:52Z","UgwxpmQkcgAJQbfA6hF4AaABAg",NA,NA
"227","UCaXkIU1QidjPwiAYu6GcHjg","BdSts0khChE","Worst attack...lmao...I was inside and didn&#39;t see anyone attacked.","Worst attack...lmao...I was inside and didn't see anyone attacked.","@justinc8147","https://yt3.ggpht.com/ytc/AIdro_muwVT44oQEPAOpU3GQoz8ENmdf_gH38TCiSt36tBY=s48-c-k-c0x00ffffff-no-rj","http://www.youtube.com/@justinc8147","UCEh44uKEXa4wZ8A93fXqifQ","TRUE","none","1","2023-04-21T12:39:13Z","2023-04-21T12:39:13Z","Ugy-uRd1u-zBWQ5o-kV4AaABAg",NA,NA
"228","UCaXkIU1QidjPwiAYu6GcHjg","BdSts0khChE","The blm riots were 10 times worse.","The blm riots were 10 times worse.","@classifiedfive4377","https://yt3.ggpht.com/ytc/AIdro_lP2DeoUv1PjMEcA_8LtSX7Q8sTMc6vitiOnzFW8mojww=s48-c-k-c0x00ffffff-no-rj","http://www.youtube.com/@classifiedfive4377","UCKJ-AUNEH3oajpZTJvMPlbQ","TRUE","none","2","2023-04-20T08:22:30Z","2023-04-20T08:22:30Z","Ugy97aO8YiuJHxPUKXx4AaABAg",NA,NA
"229","UCaXkIU1QidjPwiAYu6GcHjg","BdSts0khChE","They are looking for the rule of law to serve as justification for prosecuting a former president. The fact that former President had the ability to run for office after having gotten past Jan 6 is disturbing. I don&#39;t have an issue saying that I&#39;m for revolution of this Government but it seems to me that I want something that historicallu hasn&#39;t happened without loss of something. Perhaps that&#39;s naivete on my part.","They are looking for the rule of law to serve as justification for prosecuting a former president. The fact that former President had the ability to run for office after having gotten past Jan 6 is disturbing. I don't have an issue saying that I'm for revolution of this Government but it seems to me that I want something that historicallu hasn't happened without loss of something. Perhaps that's naivete on my part.","@aclark1197","https://yt3.ggpht.com/ytc/AIdro_lQH4mquPuWHLFr9TA2BoUXgjcwQ5f6F4oulsQGygI=s48-c-k-c0x00ffffff-no-rj","http://www.youtube.com/@aclark1197","UCueRkPcckVENzegcwof0Vow","TRUE","none","15","2023-04-04T13:12:50Z","2023-04-04T13:12:50Z","UgxDNCdcrZy4EfV7xMV4AaABAg",NA,NA
"230","UCaXkIU1QidjPwiAYu6GcHjg","BdSts0khChE","When I saw this 2 years ago in 2021 I was so disappointed cause when all those people were in a crowd I was like now the coronavirus is gonna spread even more now but luckily we’re back to normal","When I saw this 2 years ago in 2021 I was so disappointed cause when all those people were in a crowd I was like now the coronavirus is gonna spread even more now but luckily we’re back to normal","@michaelkelly1757","https://yt3.ggpht.com/ytc/AIdro_kycHv2b8fmCe8cT_sB8HhTdvv2p21b3QFPVO496Ow=s48-c-k-c0x00ffffff-no-rj","http://www.youtube.com/@michaelkelly1757","UCgx3_teyGp_KW30uMlXQkvA","TRUE","none","0","2023-04-04T01:49:36Z","2023-04-04T01:49:36Z","UgyKg3tX9V_02bEMY9F4AaABAg",NA,NA
"231","UCaXkIU1QidjPwiAYu6GcHjg","BdSts0khChE","F most of the police that were their most people don&#39;t know they shot a lot of people and the people were unarmed😥","F most of the police that were their most people don't know they shot a lot of people and the people were unarmed😥","@cooledits172","https://yt3.ggpht.com/NXld4DDqgReHp8XEE-UOlhvyCajHMMcbeKhEpsLTXkO77HecgSS74PjPHfXppmRTxwX29nJ9=s48-c-k-c0x00ffffff-no-rj","http://www.youtube.com/@cooledits172","UCME6oKZm80gEVHzZQyrtYsQ","TRUE","none","2","2023-04-02T21:04:34Z","2023-04-02T21:04:34Z","UgyXJI7t1sf_HfhSKgh4AaABAg",NA,NA
"232","UCaXkIU1QidjPwiAYu6GcHjg","BdSts0khChE","The Jan 6th protesters are the equivalent of the freestaters who were beaten and killed by pro-slavery thugs / democrats pre-civil war.","The Jan 6th protesters are the equivalent of the freestaters who were beaten and killed by pro-slavery thugs / democrats pre-civil war.","@JeffAPierson","https://yt3.ggpht.com/ytc/AIdro_nDCfIFZ98BgY7jIxH8lxBAjcl894Iaohr16yL4Y0aCaw=s48-c-k-c0x00ffffff-no-rj","http://www.youtube.com/@JeffAPierson","UCq8ErQQqiXn_MiHNzw_aYaA","TRUE","none","0","2023-04-02T17:39:55Z","2023-04-02T17:39:55Z","Ugyui3jJe2RtO7ROdxR4AaABAg",NA,NA
"233","UCaXkIU1QidjPwiAYu6GcHjg","BdSts0khChE","Okay but yet BLM and other rioters destroy and burn businesses and churches to the ground and loot millions in merchandise and the president doesn&#39;t talk about that. You pick according to your agenda Mr. President. <br>Also, clearly they didn&#39;t want you in the capital, you should ask yourself why.","Okay but yet BLM and other rioters destroy and burn businesses and churches to the ground and loot millions in merchandise and the president doesn't talk about that. You pick according to your agenda Mr. President. 
Also, clearly they didn't want you in the capital, you should ask yourself why.","@angelgavs","https://yt3.ggpht.com/v08PhLH_rtoLkwHwwjlh_mgRkVfcoI-NCTtczjIglo3asqvUSHHrP1nwlFG33N1J1E5KXAyX=s48-c-k-c0x00ffffff-no-rj","http://www.youtube.com/@angelgavs","UCOrnHB9RVsfnx70jvvfS6jQ","TRUE","none","0","2023-04-01T02:38:05Z","2023-04-01T02:38:05Z","UgxTcUZuU_ikhN88uJp4AaABAg",NA,NA
"234","UCaXkIU1QidjPwiAYu6GcHjg","BdSts0khChE","I want to thank the media and government for doing what I&#39;ve been trying to do for 20 years, ending all their credibility.","I want to thank the media and government for doing what I've been trying to do for 20 years, ending all their credibility.","@fuzzywzhe","https://yt3.ggpht.com/ytc/AIdro_k7tb4Iv--lz1hXtttRHzRXyUjg2xhHPiWf8QcyDDY0gA=s48-c-k-c0x00ffffff-no-rj","http://www.youtube.com/@fuzzywzhe","UCpEC-e_6fU3FRgaox-hch7g","TRUE","none","1","2023-03-31T13:50:08Z","2023-03-31T13:50:08Z","UgyUNVbC3nhLt8InisB4AaABAg",NA,NA
"235","UCaXkIU1QidjPwiAYu6GcHjg","BdSts0khChE","Fake news","Fake news","@muricadizzy4011","https://yt3.ggpht.com/PgFU_JXa8V7edg95jNML6ePiCzJc3qg-z4MG7QmWlbrd5fMDzmz6N0U29JspfZGFMJGd6zTuFQ=s48-c-k-c0x00ffffff-no-rj","http://www.youtube.com/@muricadizzy4011","UC--qZR0A5cDbwEoD14BjQfA","TRUE","none","0","2023-03-30T22:22:45Z","2023-03-30T22:22:45Z","UgzoFlf4GzwIog6eqHp4AaABAg",NA,NA
"236","UCaXkIU1QidjPwiAYu6GcHjg","BdSts0khChE","MSNBC should be ashamed for reporting fake news. January 6th was a witch hunt and that&#39;s a FACT! The real damge was done when buildings where being burnt to the ground and stores where being looted, but nothing was said about that happening.","MSNBC should be ashamed for reporting fake news. January 6th was a witch hunt and that's a FACT! The real damge was done when buildings where being burnt to the ground and stores where being looted, but nothing was said about that happening.","@327MONEY20","https://yt3.ggpht.com/ytc/AIdro_liar10BOvCzocoF3UgMpnGlnYR1HURzmQzzuhJNgBIYg4=s48-c-k-c0x00ffffff-no-rj","http://www.youtube.com/@327MONEY20","UCBIHd34L2pQI3ufFEns_H4w","TRUE","none","1","2023-03-30T15:20:01Z","2023-03-30T15:20:01Z","Ugy8TiRh39B6b_KuiqB4AaABAg",NA,NA
"237","UCaXkIU1QidjPwiAYu6GcHjg","BdSts0khChE","It was a bad riot but nothing as bad as the Democrat stirred up BLM and antifa riots pre election.","It was a bad riot but nothing as bad as the Democrat stirred up BLM and antifa riots pre election.","@alexbowman7582","https://yt3.ggpht.com/ytc/AIdro_mMxYUc0LG1vVbVz5tsK5NeaFy3rOK5CX03T6O7j5U=s48-c-k-c0x00ffffff-no-rj","http://www.youtube.com/@alexbowman7582","UCS5MZAyMR4c2JPfs2yOd46Q","TRUE","none","1","2023-03-30T01:54:19Z","2023-03-30T01:54:19Z","Ugz0h1ZcJ0EJzOAPcwV4AaABAg",NA,NA
"238","UCaXkIU1QidjPwiAYu6GcHjg","BdSts0khChE","Not gonna lie…. That “ Guess what…America showed up” was pretty hard 😅","Not gonna lie…. That “ Guess what…America showed up” was pretty hard 😅","@zShooK","https://yt3.ggpht.com/UdLWFuN_SdeLie8XNuqoBCy_kMaHOuikkb2HRG6HPKL9Jn5ofLRqp_4HqrhdFiF9W2hpmcopGbI=s48-c-k-c0x00ffffff-no-rj","http://www.youtube.com/@zShooK","UC6k11pCH71alOZsbNMR8zSA","TRUE","none","27","2023-03-27T14:14:31Z","2023-03-27T14:14:31Z","Ugz-ND1Y6DsSZHLv7JB4AaABAg",NA,NA
"239","UCaXkIU1QidjPwiAYu6GcHjg","BdSts0khChE","What leaders?","What leaders?","@neamtugabriel2533","https://yt3.ggpht.com/ytc/AIdro_mSHgEnsA2MLTFCPRF29U-V22WEHOP4-GlxHFH2bf8=s48-c-k-c0x00ffffff-no-rj","http://www.youtube.com/@neamtugabriel2533","UCIzxz7WwTi8lENWLc5XgzOQ","TRUE","none","0","2023-03-23T14:02:24Z","2023-03-23T14:02:24Z","UgyL-2MctY3tlB5xG7x4AaABAg",NA,NA
"240","UCaXkIU1QidjPwiAYu6GcHjg","BdSts0khChE","Why they didnt burn the building down ?","Why they didnt burn the building down ?","@neamtugabriel2533","https://yt3.ggpht.com/ytc/AIdro_mSHgEnsA2MLTFCPRF29U-V22WEHOP4-GlxHFH2bf8=s48-c-k-c0x00ffffff-no-rj","http://www.youtube.com/@neamtugabriel2533","UCIzxz7WwTi8lENWLc5XgzOQ","TRUE","none","0","2023-03-23T13:59:50Z","2023-03-23T13:59:50Z","UgxZAOU85Ry6LP2-Zvl4AaABAg",NA,NA
"241","UCaXkIU1QidjPwiAYu6GcHjg","BdSts0khChE","AH HA they tried everything except Molitov Cocktail Bullsheviks 😅","AH HA they tried everything except Molitov Cocktail Bullsheviks 😅","@larryaniel2572","https://yt3.ggpht.com/ytc/AIdro_lDxJM6E-idm3SnDrGSZhhFBZ86cYvNwm709qLUMNfuJ88H4QqPg4TZLcXzk54QlooBwg=s48-c-k-c0x00ffffff-no-rj","http://www.youtube.com/@larryaniel2572","UCkYNYQag8_AissllnGC1mDg","TRUE","none","0","2023-03-21T20:32:52Z","2023-03-21T20:32:52Z","Ugz1QlkfQfyLFMIwDNB4AaABAg",NA,NA
"242","UCaXkIU1QidjPwiAYu6GcHjg","BdSts0khChE","Trump&#39;s GOONS","Trump's GOONS","@larryaniel2572","https://yt3.ggpht.com/ytc/AIdro_lDxJM6E-idm3SnDrGSZhhFBZ86cYvNwm709qLUMNfuJ88H4QqPg4TZLcXzk54QlooBwg=s48-c-k-c0x00ffffff-no-rj","http://www.youtube.com/@larryaniel2572","UCkYNYQag8_AissllnGC1mDg","TRUE","none","1","2023-03-21T20:30:22Z","2023-03-21T20:30:22Z","UgwXuI-VKNIN4C89rbB4AaABAg",NA,NA
"243","UCaXkIU1QidjPwiAYu6GcHjg","BdSts0khChE","Pos Biden can&#39;t say a word without reading it...","Pos Biden can't say a word without reading it...","@robertevans8780","https://yt3.ggpht.com/ytc/AIdro_nVdENDEz-hMAX6xxcQt2qVfgytuTKa4dZYHLjGcRdX9Q=s48-c-k-c0x00ffffff-no-rj","http://www.youtube.com/@robertevans8780","UC1KfRA1L4xTDLDMFPIJZmRg","TRUE","none","0","2023-03-11T03:59:44Z","2023-03-11T03:59:44Z","UgzxU3B3pjNzzUeLpkV4AaABAg",NA,NA
"244","UCaXkIU1QidjPwiAYu6GcHjg","BdSts0khChE","Gonna cry and try to defend these facts snowflakes? Deal with it😘🤣. What makes y’all think that Biden is a good president when clearly he doesn’t know Christmas from Easter?🤣💀. Also, If biden needed over 25,000 troops to guard him from the people on Inauguration Day, then it’s clear that he wasn’t elected  by the people🤣🤣🤣💀","Gonna cry and try to defend these facts snowflakes? Deal with it😘🤣. What makes y’all think that Biden is a good president when clearly he doesn’t know Christmas from Easter?🤣💀. Also, If biden needed over 25,000 troops to guard him from the people on Inauguration Day, then it’s clear that he wasn’t elected  by the people🤣🤣🤣💀","@SUKADIK4","https://yt3.ggpht.com/ZDFvqNGJEW5R2rybAMusr0i51T5qyvOkVVG-srb4MOnw_FOWF0voi9jAH0yi3ugVM8PsdM5wtQ=s48-c-k-c0x00ffffff-no-rj","http://www.youtube.com/@SUKADIK4","UCGT2JOZtkcZ956rfSliTy2A","TRUE","none","0","2023-03-07T17:23:24Z","2023-03-07T17:23:24Z","Ugy4R5KSKj6MWvYujKN4AaABAg",NA,NA
"245","UCaXkIU1QidjPwiAYu6GcHjg","BdSts0khChE","Go watch the actual footage on Tucker","Go watch the actual footage on Tucker","@TheOpethOfMastodon","https://yt3.ggpht.com/3kLsE0jNSMtei7MFk2gkNRUy4mlG3u-JgloikkktHMrFJ3QHM0NM0bXEoP3kzhH0xQrKgf0BQPY=s48-c-k-c0x00ffffff-no-rj","http://www.youtube.com/@TheOpethOfMastodon","UCqvXmGQSSJM-a-bZ7vG6wUA","TRUE","none","3","2023-03-07T14:24:42Z","2023-03-07T14:24:42Z","UgzY_gChw9Nbo1Uv9V54AaABAg",NA,NA
"246","UCaXkIU1QidjPwiAYu6GcHjg","BdSts0khChE","Propaganda","Propaganda","@seanb2604","https://yt3.ggpht.com/ytc/AIdro_mJWnsy-4D0HHK7e70lAjKZZtXkBBcCBOJGArgGB83flQAgJc3mP46709hKr12KPbfx0A=s48-c-k-c0x00ffffff-no-rj","http://www.youtube.com/@seanb2604","UCtzGBDuYgomaU2qkVN_g74g","TRUE","none","2","2023-03-07T14:15:16Z","2023-03-07T14:15:16Z","UgwZAXMZdz-Me5tUO454AaABAg",NA,NA
"247","UCaXkIU1QidjPwiAYu6GcHjg","BdSts0khChE","MSNBC..........LMAO!","MSNBC..........LMAO!","@michaelshepherd733","https://yt3.ggpht.com/o3KIEPAmy6GAFnH9o0L4roHDfbng4IxnoHvzuwwhx4cfMR-QRKherpScG-JoES5PdMWucu7cEg=s48-c-k-c0x00ffffff-no-rj","http://www.youtube.com/@michaelshepherd733","UCAEWeP2MaX06yfLHLaX1n8A","TRUE","none","2","2023-03-07T02:15:49Z","2023-03-07T02:15:49Z","Ugyf8wETx90UCctgAux4AaABAg",NA,NA
"248","UCaXkIU1QidjPwiAYu6GcHjg","BdSts0khChE","Even though this happened on January 6, 2021, I still feel like this was 2020&#39;s final FU to the world as it dissipated into thin air.","Even though this happened on January 6, 2021, I still feel like this was 2020's final FU to the world as it dissipated into thin air.","@CBright7831","https://yt3.ggpht.com/ytc/AIdro_kx8-seO9JtBbmSCeDH4q68vN6hLBlXiq2F1O0I7MvTvQ=s48-c-k-c0x00ffffff-no-rj","http://www.youtube.com/@CBright7831","UCLmqORbJT882tcYOlfiHPAw","TRUE","none","219","2023-03-02T04:46:59Z","2023-03-02T04:46:59Z","Ugx3NV_xRpwdsB_He-x4AaABAg",NA,NA
"249","UCaXkIU1QidjPwiAYu6GcHjg","BdSts0khChE","As it happened? Well, Tucker Carlson has thousands of hours of footage from that day. It seems that democrats and progressives aren&#39;t too happy about that. Why?","As it happened? Well, Tucker Carlson has thousands of hours of footage from that day. It seems that democrats and progressives aren't too happy about that. Why?","@DemonDog444","https://yt3.ggpht.com/1caDiUaO-BSbpP1hy2r1qBFmDPffMGzqDsf-JMwcB5eG8ljngO2etsthZ87wD938AyappljU=s48-c-k-c0x00ffffff-no-rj","http://www.youtube.com/@DemonDog444","UCrgi6dYLDhaaNDkeNr7G8VA","TRUE","none","4","2023-03-01T18:23:50Z","2023-03-01T18:23:50Z","UgyWxbEB7ZmNPK9iDoJ4AaABAg",NA,NA
"250","UCaXkIU1QidjPwiAYu6GcHjg","BdSts0khChE","When democrats do this it&#39;s called peaceful.  When conservatives do this,  the call it insurrection","When democrats do this it's called peaceful.  When conservatives do this,  the call it insurrection","@wo4091","https://yt3.ggpht.com/ytc/AIdro_mYbRuLSG9rsZILpefAxIEapiiO-B9XEVERm41h6KBgrc4=s48-c-k-c0x00ffffff-no-rj","http://www.youtube.com/@wo4091","UCAczT7yJkkXhblZYRZatvDg","TRUE","none","1","2023-02-20T03:51:26Z","2023-02-20T03:51:26Z","UgzJ_Laxnd9_RPtuby14AaABAg",NA,NA
"251","UCaXkIU1QidjPwiAYu6GcHjg","BdSts0khChE","I never said it wasn&#39;t bad, I know it was wrong for them to do so, but they forget the riots across America for BLM... Which were much worse than this, the one in Minneapolis burned down a police precinct and many other small businesses in the area. That alone is more costly than a few broken doors and windows...","I never said it wasn't bad, I know it was wrong for them to do so, but they forget the riots across America for BLM... Which were much worse than this, the one in Minneapolis burned down a police precinct and many other small businesses in the area. That alone is more costly than a few broken doors and windows...","@enderjammer5035","https://yt3.ggpht.com/ytc/AIdro_l713vfkhgdvYfR9LD_2qMQuvRtVRqf7vA8K0nPs3MxMQ=s48-c-k-c0x00ffffff-no-rj","http://www.youtube.com/@enderjammer5035","UCTamw5RgDv1UCGwA2-fUW0g","TRUE","none","1","2023-02-08T21:13:59Z","2023-02-08T21:13:59Z","Ugz1NUn3whiGT4ErO0N4AaABAg",NA,NA
"252","UCaXkIU1QidjPwiAYu6GcHjg","BdSts0khChE","No it was Ray Epps ?","No it was Ray Epps ?","@moneybagdb4339","https://yt3.ggpht.com/ytc/AIdro_nWBkhs3XZcENi1MSPCdcXzpUjnMm2sZJbVobSifX-nvmmNb8bXfpOmj_RTnLGbL03qbA=s48-c-k-c0x00ffffff-no-rj","http://www.youtube.com/@moneybagdb4339","UCE-wZgvi6kqgIHsK8qhoOTw","TRUE","none","1","2023-02-02T01:37:48Z","2023-02-02T01:37:48Z","UgweqZrJRh3-Z8kv1LJ4AaABAg",NA,NA
"253","UCaXkIU1QidjPwiAYu6GcHjg","BdSts0khChE","Robert melon  wasn&#39;t there??","Robert melon  wasn't there??","@moneybagdb4339","https://yt3.ggpht.com/ytc/AIdro_nWBkhs3XZcENi1MSPCdcXzpUjnMm2sZJbVobSifX-nvmmNb8bXfpOmj_RTnLGbL03qbA=s48-c-k-c0x00ffffff-no-rj","http://www.youtube.com/@moneybagdb4339","UCE-wZgvi6kqgIHsK8qhoOTw","TRUE","none","0","2023-02-02T01:32:31Z","2023-02-02T01:32:31Z","Ugz0HXd41S6oG-7XjFN4AaABAg",NA,NA
"254","UCaXkIU1QidjPwiAYu6GcHjg","BdSts0khChE","America is the best country in the world. Americans are rising.","America is the best country in the world. Americans are rising.","@josephl6289","https://yt3.ggpht.com/ytc/AIdro_kKVsDwQV4ImEk7pO0UokRIOtj420DxDy1FA5sBWH8=s48-c-k-c0x00ffffff-no-rj","http://www.youtube.com/@josephl6289","UCVE3whBXv2HusEB_SIr1ZFA","TRUE","none","2","2023-01-29T00:25:27Z","2023-01-29T00:25:27Z","UgxZPUQMwEOfKb6TfBt4AaABAg",NA,NA
"255","UCaXkIU1QidjPwiAYu6GcHjg","BdSts0khChE","this is the power of humans if we work toghether and stand up to the dark side","this is the power of humans if we work toghether and stand up to the dark side","@All-in-for-God","https://yt3.ggpht.com/ytc/AIdro_mPUKb84Dk7iSvDWsZLbnbm_LmHrjnIAs4qPxvaJNX2GCc=s48-c-k-c0x00ffffff-no-rj","http://www.youtube.com/@All-in-for-God","UC8A69A8jRgb2aKJO2N5ABSA","TRUE","none","3","2023-01-28T19:38:03Z","2023-01-28T19:38:03Z","Ugy0wfn0hXN0bpDhYNN4AaABAg",NA,NA
"256","UCaXkIU1QidjPwiAYu6GcHjg","BdSts0khChE","Why was there a person carrying a Canadian flag?","Why was there a person carrying a Canadian flag?","@MySnaz","https://yt3.ggpht.com/ytc/AIdro_mNoYGfx1lL08JW1SpnwuQNDTQQkyjRMZuQ7LcrCVsYjg=s48-c-k-c0x00ffffff-no-rj","http://www.youtube.com/@MySnaz","UCNFJkj6bp3Nt3WRR7fHHy2A","TRUE","none","0","2023-01-17T23:58:48Z","2023-01-17T23:58:48Z","UgwZUAeoOS96fYdcsG94AaABAg",NA,NA
"257","UCaXkIU1QidjPwiAYu6GcHjg","BdSts0khChE","I will never forget the day that happened on the day of January 6th I was not allowed to watch the news cuz I got very depressed with something like something people saying social media but when I heard there&#39;s like breaking news happening in the capital that was like really wild and it really scared me I was like telling my mom Mom what&#39;s going on cuz like there&#39;s people in the Capitol but this was not like a tourist group is more like revenge what a nightmare in the capital a lot of people died even a US army soldier she served or country and then she died because she was on the Trump&#39;s side I will never forget that day","I will never forget the day that happened on the day of January 6th I was not allowed to watch the news cuz I got very depressed with something like something people saying social media but when I heard there's like breaking news happening in the capital that was like really wild and it really scared me I was like telling my mom Mom what's going on cuz like there's people in the Capitol but this was not like a tourist group is more like revenge what a nightmare in the capital a lot of people died even a US army soldier she served or country and then she died because she was on the Trump's side I will never forget that day","@jacquelynsaenz2111","https://yt3.ggpht.com/_FHEe2T_z0bnMNQSQiJTUAH0yxR9MgnvNckC2W2aMoafnSGgfaa6FDTR09Zo5CkofolclGzRQNw=s48-c-k-c0x00ffffff-no-rj","http://www.youtube.com/@jacquelynsaenz2111","UClTAJnRE99L8XPT6XO2xkRA","TRUE","none","6","2023-01-12T18:43:42Z","2023-01-12T18:43:42Z","UgztX9_yPl9-Mag91bd4AaABAg",NA,NA
